	id	aspect	direct	factual	opinion	comp	question	dataset
850	17877	1	0	0	0	1	how to find the closest fire hydrant	m
851	17950	1	0	1	0	1	what airport is the closest to jupiter florida	m
852	17956	1	0	1	0	1	which month is the coldest in new jersey	m
853	17957	1	0	0	1	1	what cat breed has the cutest kittens	m
854	17979	0	0	0	1	1	who is the deadliest medieval warrior	m
855	18021	0	1	1	0	1	what is the difference between jail and prison time	m
856	18108	0	1	1	0	1	what is the difference between service and bill rendered	m
857	18113	0	1	1	0	1	what is the difference between salami and dry salami	m
858	18151	0	1	1	0	1	what's the difference between use case and scenario	m
859	18163	0	1	0	0	1	what is the difference between a democracy and a non-democracy?	m
860	18197	0	1	1	0	1	what is the difference between a processor and a developer	m
861	18204	0	1	0	0	1	what is the difference between socialism and communism?	m
862	18239	0	1	1	0	1	what is the difference between scurf and dandruff	m
863	18241	0	1	1	0	1	what is the difference between alcohol and hydrogen peroxide	m
864	18273	0	1	1	0	1	what is the difference between an implied contract and a quasi contract	m
865	18277	0	1	1	0	1	what's the difference between a therapist and a psychologist	m
866	18280	0	1	1	0	1	what is the difference between pt and dpt	m
867	18291	0	0	1	0	1	what are the different types of pancreatic enzymes	m
868	18316	0	1	1	0	1	what is the difference between brandy and whiskey	m
869	18348	0	1	1	0	1	what is the difference between .doc and .docx	m
870	18350	0	1	1	0	1	what is the difference between cultures and ethnic?	m
871	18393	0	1	1	0	1	what is the difference between overweight and obese	m
872	18429	0	1	1	0	1	what is the difference between electronic and digital	m
873	18503	0	1	1	0	1	what is the difference between a goal and an objective	m
874	18506	0	1	1	0	1	what are the difference between physical and chemical changes. how can each be identified	m
875	18520	0	1	1	0	1	what is the difference between school policy and public policy	m
876	18535	0	1	1	0	1	what's the difference between revoked and expelled	m
877	18550	0	1	1	0	1	what is the difference between delinquency prevention and control	m
878	18616	0	1	1	0	1	what is the difference between regular oil and spray	m
879	18617	0	1	1	0	1	what the difference between dna and a chromosome	m
880	18638	0	1	0	0	1	what are the differences between engines and engine turbines	m
881	18663	0	1	1	0	1	what is the differences between a state and a nation and a state-nation	m
882	18695	1	0	0	1	1	what store credit card is the easiest to get online to establish credit	m
883	18705	0	0	0	0	1	what is the fastest way of treating sciatic problems	m
884	18718	0	0	1	0	1	what is the fastest i can get a passport	m
885	18733	1	0	0	0	1	who was the first englishman to grow tobacco	m
886	18736	1	0	1	0	1	which state became the first to use state funds to help its counties improve their local roads?	m
887	18761	0	1	1	0	1	was wonder woman the first woman superhero	m
888	18764	0	0	1	0	1	what were the first roller coasters at canada's wonderland?	m
889	18807	0	0	1	0	1	who was the first fuhrer of germany	m
890	18816	1	0	1	0	1	which was the first country to bad slavery	m
891	18890	0	0	1	0	1	who was the first demigod	m
892	18899	0	0	1	0	1	which was the first national park	m
893	18936	0	0	0	1	1	what is the funnest terraria class	m
894	18966	0	0	1	0	1	what are the healthiest food sources rich in vitamin d	m
895	18998	0	0	1	0	1	where is the heaviest door in the world?	m
896	19026	1	0	1	0	1	what foods are the highest in vitamin k	m
897	19068	0	0	1	0	1	who holds the highest rank in the executive office of the president?	m
898	19088	1	0	1	0	1	what's the world record for the highest vertical leap	m
899	19123	1	0	1	0	1	who is the highest paid wwe star	m
900	19126	1	0	1	0	1	what college coach has the highest number of wins in football	m
901	19127	1	0	0	0	1	what was the importance for the seventh amendment	m
902	19164	0	0	1	0	1	which length is the largest?	m
903	19188	1	0	1	0	1	which muscle below would generate the largest force (most powerful muscle) if stimulated?	m
904	19241	1	0	1	0	1	what sea creature has the largest brain octopus	m
905	19261	0	0	1	0	1	What is the largest cartilage of the trachea	m
906	19277	0	0	1	0	1	what is the largest chimpanzee on record	m
907	19289	0	0	1	0	1	what is the largest district in sri lanka	m
908	19324	0	0	1	0	1	who is the largest broadband provider	m
909	19363	0	0	1	0	1	what is the largest organ in the human body?	m
910	19364	1	0	1	0	1	what vegetables require the least sunlight	m
911	19386	0	0	1	0	1	what what is the longest dictionary word ever?	m
912	19409	0	0	1	0	1	which is the longest river in pakistan ?	m
913	19412	1	0	1	0	1	which mmo has been operating the longest	m
914	19421	1	0	0	1	1	which state has the longest coastline	m
915	19433	1	0	1	0	1	which tab has the longest battery life	m
916	19442	0	0	1	0	1	where is the longest bridge over water	m
917	19450	8	0	1	0	1	which has the lower rate of reaction	m
918	19460	0	0	1	0	1	where is the lowest temperature on earth	m
919	19501	1	0	1	0	1	what credit bureau has the lowest score	m
920	19520	0	0	1	0	1	what is the main place of wear the brain is hit	m
921	19532	0	0	1	0	1	what is the main language spoken in dubai	m
922	19534	0	0	1	0	1	what is the main ingredient in hair color?	m
923	19555	0	0	1	0	1	what is the main site of nutrient absorption	m
924	19589	0	0	0	1	1	what is the main ideas of pride and prejudice?	m
925	19627	8	1	0	0	1	what is the main difference between the alpine tundra and the arctic tundra quizlet	m
926	19638	0	0	1	0	1	what was the major cause of the seven year war	m
927	19648	1	0	0	0	1	who is the most likely next president	m
928	19666	1	0	0	0	1	what is the most selfish thing a human being can do	m
929	19674	1	0	1	0	1	which is the most susceptible to damage from ionizing radiation?	m
930	19690	8	0	0	1	1	which incident report is the most effective at reporting the incident? quizlet	m
931	19717	1	0	1	0	1	what are the most common jobs in indiana	m
932	19733	1	0	0	1	1	which was the most important effect of the bessemer process?	m
933	19739	1	0	1	0	1	Which type of movement is the most complex and is integrated in the cerebral cortex?	m
934	19761	1	0	0	1	1	what's the most popular chocolate in europe	m
935	19779	0	0	1	0	1	what are the different ports on the back of a computer	m
936	19823	1	0	0	1	1	what skills do employers seek the most	m
937	19868	1	0	1	0	1	what congressmen receive the most money from the nra	m
938	19892	1	0	1	0	1	who was the most popular president in ncr	m
939	19938	1	0	1	0	1	which is considered the most precise level of measurement?	m
940	19945	1	0	0	1	1	which fireside poet is considered the most influential writer connected to the abolitionist movement?	m
941	19948	1	0	1	0	1	which types of trees provide the most oxygen	m
942	19987	1	0	1	0	1	which professional.sport pays the most money	m
943	20004	1	0	1	0	1	what is the most common vitamin supplement used in the us?	m
944	20023	1	0	1	0	1	statistically what occupation commits adultery the most	m
945	20035	0	0	1	0	1	what is the most money you can get on a minecraft server	m
946	20036	1	0	1	0	1	who has hit the most home runs in mlb history	m
947	20057	1	0	1	0	1	what is the most secure network topology	m
948	20090	1	0	1	0	1	which step of cellular respiration generates the most atp	m
949	20099	1	0	1	0	1	what is the most frequent cause of death in late adulthood?	m
950	20126	1	0	1	0	1	which organelle produces the most heat	m
951	20128	0	0	0	1	1	How to Burn the Most Fat	m
952	20145	1	0	1	0	1	which state has the most craft breweries	m
953	20147	1	0	1	0	1	which state is told to house the most magical and mythical beings	m
954	20259	1	0	1	0	1	what is the most common thing that causes a dewalt mitre saw motor to get weak	m
955	20283	1	0	0	0	1	what is the next closest star to our solar system	m
956	20316	1	0	0	0	1	where was the oldest buddha statue found?	m
957	20359	0	0	1	0	1	is australia the oldest continent on the planet?	m
958	20369	0	0	1	0	1	how old is the oldest living person in the world	m
959	20380	0	0	1	0	1	who was the original lead singer of genesis	m
960	20409	0	0	0	1	1	who's the prettiest in moana	m
961	20415	0	0	0	0	1	what was the primary cause of the civil war	m
962	20418	0	0	1	0	1	what is the primary religion in france	m
963	20576	1	0	0	0	1	which has thicker supraorbital ridges	m
964	20586	1	0	0	1	1	what car has the quietest cabin	m
965	20605	0	0	1	0	1	what is the record temperature for death valley	m
966	20614	0	1	1	0	1	is waxing moon the same as dark of the moon	m
967	20724	0	1	1	0	1	is colander the same thing as a strainer	m
968	20782	0	1	0	0	1	is your itunes password the same as your icloud	m
969	20812	0	1	1	0	1	is panax quinquefolius the same as panax notoginseng ?	m
970	20821	0	0	0	1	1	What is the scariest student loan number	m
971	20870	0	0	1	0	1	what is the second most common surname in the us.	m
972	20913	0	1	0	0	1	what are the similarities and differences between dna and rna	m
973	20938	0	0	1	0	1	what is the smallest pony breed	m
974	20951	0	0	1	0	1	what is the smallest prime number?	m
975	20959	1	0	1	0	1	which state has the smartest students	m
976	20961	0	0	1	0	1	who are the tallest football player ever	m
977	21034	0	0	1	0	1	what is the tallest mt in the world	m
978	21044	0	0	1	0	1	who was the tallest                  president	m
979	21056	0	0	1	0	1	where is the skin the thickest?	m
980	21066	0	0	1	0	1	what are the two major plains of europe	m
981	21077	1	0	1	0	1	what is the very bright object in the sky	m
982	21134	0	1	1	0	1	what top river is the yukon river	m
983	21182	0	0	0	0	1	what are two benefits of practicing a sport?	m
984	21252	0	1	1	0	1	what a technician does vs certified technicians pharmacy	m
985	21359	0	0	1	0	1	which intermolecular forces are weakest	m
986	21376	1	0	0	1	1	what shirt goes well with short pants for a man	m
987	21398	1	0	0	1	1	which sql iso install per core	m
988	21418	0	0	0	1	1	Is there a best time to study?	q
989	21419	0	0	0	1	1	Which is a best mobile I can get at a price lower than 10,000?	q
990	21420	0	1	0	1	1	In what aspects is Kolkata (Calcutta) a better city than Ahmedabad?	q
991	21421	0	1	0	1	1	Is it a better idea to buy oneplus3 or I should go for an short term phone which works for 1-2 years?	q
992	21422	0	1	0	1	1	Which is a better bike for commuting as well as occasional long rides- Street 220, or the Royal Enfield?	q
993	21423	1	1	0	1	1	Which is a better campus, PDPU or Nirma?	q
994	21424	0	1	0	1	1	Which is a better option MKCG in berhampur or KGMC manipal?	q
995	21425	1	1	0	1	1	Which is a better place to study, the USA or Australia? Why?	q
996	21426	1	1	0	1	1	Which would be a better way to invest your time in hedge fund industry: developing quantitative-driven strategies or fundamental-driven strategies?	q
997	21427	1	1	0	1	1	Who was a better Dumbledore -- Richard Harris (RIP) or Michael Gambon?	q
998	21428	1	1	0	1	1	Who will be a better president Donald Trump or Hillary Clinton?	q
999	21429	1	1	8	8	1	Who would be a better president: Hillary Clinton or Donald Trump?	q
1000	21430	1	1	8	8	1	Why is Hillary Clinton a better choice than Donald Trump?	q
1001	21431	0	1	1	0	1	Is there a difference between a good facilitator and a project manager?	q
1002	21432	0	1	8	8	1	Is there a difference between anxiety attacks and panic attacks?	q
1003	21433	0	1	8	8	1	Is there a difference between classical singing and opera?	q
1004	21434	1	1	0	0	1	Is there a difference in the extent of the discrimination against coloured immigrants in comparison to white immigrants?	q
1005	21435	1	0	8	8	1	I have Rs 30000, what is a good small business that I can start with it?	q
1006	21437	0	0	0	0	1	What is a good base design for town hall level 5 in COC?	q
1007	21438	0	0	0	1	1	What is a good book about data-structures and algorithms in javascript?	q
1008	21439	0	0	0	1	1	What is a good book for behavioral economics?	q
1009	21440	1	0	8	8	1	What is a good book to read on evolution and game theory?	q
1010	21441	1	0	0	1	1	What is a good book to start learning about logic?	q
1011	21442	0	0	8	8	1	What is a good diet plan for type 2 diabetes?	q
1012	21443	0	0	0	0	1	What is a good excuse to miss national guard drill on a two day notice?	q
1013	21444	0	0	0	1	1	What is a good inpatient drug and alcohol rehab center in Franklin County ID?	q
1014	21445	0	0	0	0	1	What is a good institute for ITIL certification in Pune?	q
1015	21446	0	0	0	1	1	What is a good laptop cooling pad?	q
1016	21447	0	0	0	0	1	What is a good meal for someone with gastroenteritis but tasty enough for sharing with healthy company?	q
1017	21448	0	0	8	8	1	What is a good mixer for Southern Comfort?	q
1018	21449	0	0	0	1	1	What is a good page border creator, I need to make a Mexican flag paged border and I can't find out how?	q
1019	21450	0	0	8	8	1	What is a good plan for a 2-day trip to Kodaikanal?	q
1020	21451	0	0	0	1	1	What is a good prepaid SIM card deal in France?	q
1021	21452	0	0	8	8	1	What is a good question to ask Quora?	q
1022	21453	0	0	8	8	1	What is a good recipe for salmon?	q
1023	21454	0	0	8	8	1	What is a good research topic on big data?	q
1024	21455	0	0	8	8	1	What is a good solar panel installation provider in Ignacio, California CA?	q
1025	21456	0	0	0	0	1	What is a good solar panel installation provider in Laguna Niguel, California CA?	q
1026	21457	0	0	0	1	1	What is a good solar panel installation provider in San Carlos, California CA?	q
1027	21458	0	0	0	1	1	What is a good solar panel installation provider near Trabuco, California CA?	q
1028	21459	0	0	8	8	1	What is a good way to start talking to a girl on Facebook?	q
1029	21460	0	0	0	0	1	What is a good YouTube username?	q
1030	21461	1	0	8	8	1	What is a good, safe site to buy cigarettes?	q
1031	21462	1	0	0	0	1	What is the mark of a good mustard?	q
1032	21463	1	0	0	1	1	Which is a good IDE for developing front-end javascript?	q
1033	21464	0	0	8	8	1	Which is a good inpatient drug and alcohol rehab center near Butler County AL?	q
1034	21465	0	0	8	8	1	Which is a good inpatient drug and alcohol rehab center near Lee County GA?	q
1035	21466	0	0	8	8	1	Which is a good solar panel installation provider in Inverness, California CA?	q
1036	21467	0	0	8	8	1	Which is a good solar panel installation provider in Pacific Beach, California CA?	q
1037	21468	0	0	8	8	1	Which is a good solar panel installation provider near Agoura, California?	q
1038	21469	0	0	8	8	1	Which is a good solar panel installation provider near Circle City, Arizona AZ?	q
1039	21470	0	0	8	8	1	Which is a good solar panel installation provider near Hollywood, California CA?	q
1040	21471	0	0	8	8	1	Which is a good solar panel installation provider near Ione, California CA?	q
1041	21472	0	0	0	1	1	What is a good alternative to Path?	q
1042	21473	1	0	8	8	1	What would be a great name for a gaming YouTube channel?	q
1043	21474	1	1	8	8	1	What is a greater problem, overpopulation or a declining population?	q
1044	21475	1	1	8	8	1	Which figure among circle, rectangle and square will have a max area for the same section modulus ie. moment of inertia about centroids axis/ymax.?	q
1045	21476	1	1	8	8	1	Harry Potter (creative franchise): Who is a more powerful wizard, Dumbledore or Voldemort? Why?	q
1046	21477	0	0	8	8	1	What is a quick way to get rid of hiccups?	q
1047	21478	1	0	1	0	1	Which person made a billion in a shortest period of time, and how?	q
1048	21479	1	0	8	8	1	What is a suitable inpatient drug and alcohol rehab center in Carroll County AR?	q
1049	21480	1	0	0	1	1	What is a suitable inpatient drug and alcohol rehab center in Mills County IA?	q
1050	21481	1	0	0	1	1	What is a suitable inpatient drug and alcohol rehab center near Cook County IL?	q
1051	21482	1	0	8	8	1	What is a suitable solar panel installation provider in Boulder Creek, California CA?	q
1052	21483	1	0	0	1	1	What is a suitable solar panel installation provider near San Marcos, California CA?	q
1053	21484	1	0	8	8	1	Which is a suitable inpatient drug and alcohol rehab center in Adams County CO?	q
1054	21485	1	0	8	8	1	Which is a suitable inpatient drug and alcohol rehab center in Chattooga County GA?	q
1055	21486	1	0	8	8	1	Which is a suitable inpatient drug and alcohol rehab center in Mchenry County IL?	q
1056	21487	1	0	0	1	1	Which is a suitable inpatient drug and alcohol rehab center in Park County CO?	q
1057	21488	1	0	8	8	1	Which is a suitable inpatient drug and alcohol rehab center near Upson County GA?	q
1058	21489	1	0	8	8	1	Which is a suitable inpatient drug and alcohol rehab center near White County GA?	q
1059	21490	1	0	8	8	1	Which is a suitable solar panel installation provider near Chandler, Arizona AZ?	q
1060	21491	1	0	0	1	1	Which is a suitable solar panel installation provider near Santa Ana, California CA?	q
1061	21492	1	0	8	8	1	Is there a tougher entrance exam than IIT JEE at the pre university college level on earth?	q
1062	21493	1	0	8	8	1	Where can I found adorable baked cupcakes in Gold Coast?	q
1063	21494	1	0	8	8	1	Is there an evolutionary advantage to having eyebrows?	q
1064	21495	0	1	0	0	1	PC gaming vs console gaming: What are the advantages of each platform over the other? Which is better?	q
1065	21496	0	1	0	1	1	What are Donald Trump's chances against Hillary Clinton in a general election?	q
1066	21497	1	0	0	0	1	What is an easy way make money online?	q
1067	21498	0	1	1	0	1	What is positive displacement pump and non positive displacement pump?	q
1068	21499	1	0	8	8	1	I need cab from Heathrow Terminal 5 to Paddington, is there any good cab service available?	q
1069	21500	1	1	0	1	1	Is Haskell as fast as C++? If not, why not?	q
1070	21501	0	0	0	1	1	What are some TV shows as good as Breaking Bad?	q
1071	21502	0	1	0	1	1	Is raising children in Manhattan as opposed to the suburbs a good idea?	q
1072	21503	1	1	8	8	1	Which Ivy League School's economics or MBA programs would be easier to get accepted with a low GPA but very high scores on the GMAT and TOEFL for an international applicant?	q
1073	21505	0	0	8	8	1	What are the health benefits of bacon grease?	q
1074	21507	0	1	8	8	1	Between Nike, Adidas, Reebok, and Puma, which brand is best?	q
1075	21508	0	0	0	0	1	How does a first-time founder best meet investors in Silicon Valley?	q
1076	21509	1	0	8	8	1	In web development, which language is best in regards to the database?	q
1077	21510	1	0	8	8	1	What 45 caliber Glock is best for combat?	q
1078	21511	0	0	0	0	1	What are my best career options?	q
1079	21512	0	0	8	8	1	What are some best classified websites?	q
1080	21513	0	0	0	1	1	What are some best defensive shots played by Rahul Dravid?	q
1081	21514	0	0	0	1	1	What are some best Non-Indian vegetarian food?	q
1082	21515	0	0	0	1	1	What are some best OLA / UBER hacks which can save my money?	q
1083	21516	0	0	0	1	1	What are some best revenge movies?	q
1084	21517	1	0	0	1	1	What are your best hangover hacks?	q
1085	21518	1	0	8	8	1	What are your best moments of life?	q
1086	21519	1	0	0	0	1	What do you consider your best quality?	q
1087	21520	0	0	0	1	1	What has been your best sexual experience?	q
1088	21521	1	0	8	8	1	What is BEST gaming laptops under 60000 in 2016?	q
1089	21522	0	0	8	8	1	What is best incest movie?	q
1090	21523	1	0	0	1	1	What is best interview answer (emerging startup) when asked 'What are your career goals?'	q
1091	21524	0	0	0	1	1	What is best investment option?	q
1092	21525	0	0	0	1	1	What is best Misal Pav spot in Swargate Pune area?	q
1093	21526	1	1	0	1	1	What is best source of Canadian politics news, web news sites or Facebook pages? Please be specific on which sites or pages.	q
1094	21527	0	0	0	0	1	What is best way to crack the Civil Services Exam?	q
1095	21528	0	0	0	1	1	What some best horror movies?	q
1096	21529	0	0	8	8	1	What was that best moment of your life?	q
1097	21530	1	0	8	8	1	What was your best moment?	q
1098	21531	0	0	8	8	1	What will be best laptop Under 25000 INR ?	q
1099	21532	1	0	8	8	1	What's your best travel hack?	q
1100	21533	0	0	0	1	1	Where can I find best five star hotel of Bhopal?	q
1101	21534	0	0	8	8	1	Where can I find best rat control service in Sydney?	q
1102	21535	1	0	8	8	1	Where can I found best quality graphic mats in Sydney?	q
1103	21536	0	0	8	8	1	Where can I get best children story books in Australia?	q
1104	21537	0	0	8	8	1	Where can I get best designing and printing services in Sydney for envelopes?	q
1105	21538	1	0	8	8	1	Where can I get best flavors, designs and decorations for cupcakes at Gold Coast?	q
1106	21539	0	0	0	1	1	Where can I get best quality pest control service in Australia?	q
1107	21540	1	0	0	1	1	Where can I get best street food in Bangalore?	q
1108	21541	0	0	8	8	1	Which are best apps for photo edit?	q
1109	21542	0	0	8	8	1	Which are best furniture stores in India?	q
1110	21543	0	0	8	8	1	Which Are Best Motivational Books?	q
1111	21544	1	0	0	1	1	Which book is best to use for preparing for NEET UG in 2017?	q
1112	21545	1	0	8	8	1	Which college is best for doing a B.Tech in IT at North Campus?	q
1113	21546	1	0	8	8	1	Which college is best to opt for MBA in HR in India?	q
1114	21547	1	0	8	8	1	Which colleges are best for CSE?	q
1115	21548	1	0	8	8	1	Which company network best in pune?	q
1116	21549	1	0	8	8	1	Which course after b.tech in mechanical engineering suits best?	q
1117	21550	1	0	8	8	1	Which courses are best to choose after 2nd year PUC in the field of biology?	q
1118	21551	1	0	0	1	1	Which IIT is best for aeronautical engineering?	q
1119	21552	1	0	8	8	1	Which is best antivirus for PC with Windows 10?	q
1120	21553	1	0	8	8	1	Which is best book for maths in class 10?	q
1121	21554	0	0	8	8	1	Which is Best buy out of all Jionet mobiles, budget can be managable?	q
1122	21555	0	1	8	8	1	Which is best D.U or M.D.U?	q
1123	21556	0	0	0	1	1	Which is best escort agency in Bangalore?	q
1124	21557	0	0	8	8	1	Which is best hair loss treatment clinic in Ahmedabad?	q
1125	21558	1	0	0	1	1	Which is best intermediate colleges in Hyderabad for IIT?	q
1126	21559	0	0	8	8	1	Which is best Linux distro in 2016 and why?	q
1127	21560	1	0	8	8	1	Which is best Online shopping website to buy home appliances?	q
1128	21561	0	0	8	8	1	Which is best romantic movies in tamil?	q
1129	21562	0	0	8	8	1	Which is best start up in India?	q
1130	21563	0	0	8	8	1	Which is Osho's best quote?	q
1131	21564	0	0	0	1	1	Which is Shahrukh Khan's best piece of work?	q
1132	21565	1	0	8	8	1	Which is the all time best Hollywood movie?	q
1133	21566	1	0	0	1	1	Which is the car with best pickup In Indian Hatchbacks below the price of 10 lakhs?	q
1134	21567	0	0	8	8	1	Which is world's best romantic movie?	q
1135	21568	1	0	8	8	1	Which laptop is best to buy within the range of 30000rs?	q
1136	21569	1	1	8	8	1	Which mode is best for JEE MAIN 2017 online exam or offline?	q
1137	21570	0	1	8	8	1	Which one is best among Moto G3 and Moto G Plus-4th Gen?	q
1138	21571	1	0	8	8	1	Which one is best lens in 70–300 For Nikon?	q
1139	21572	1	0	8	8	1	Which organic aloevera gel is best suited and effective for oily and acne prone skin type?	q
1140	21573	1	0	8	8	1	Which phone is best to buy under 15k?	q
1141	21574	1	1	0	1	1	Which place is best to work Mumbai or delhi?	q
1142	21575	1	0	8	8	1	Which platform is best for trade in Forex trading?	q
1143	21576	1	0	8	8	1	Which smart phone is best in 2016?	q
1144	21577	0	0	8	8	1	Who are best questioners on Quora?	q
1145	21578	1	0	0	1	1	Which real life people best match the characters in Game of Thrones?	q
1146	21579	0	1	8	8	1	What car is better Audi rs7 or bmw m6 gran coupe?	q
1147	21580	1	0	8	8	1	Would Real Madrid be better off without Cristiano Ronaldo?	q
1148	21581	0	1	0	1	1	Are dogs better than humans?	q
1149	21582	0	1	8	8	1	Are human beings better than animals?	q
1150	21583	1	1	0	1	1	Can cows be better pets than dogs and cats?	q
1151	21584	0	1	0	1	1	Do you agree that a liberal society is better as it allows liberal and conservative lifestyle but conservatism only allows conservative lifestyle?	q
1152	21585	0	1	8	8	1	For a US non-resident alien who resides in a country with territorial tax, who intends to have US Effectively Connected Income (ECI), is it better to set up a US LLC, a US C-Corporation, or a foreign entity?	q
1153	21586	0	1	0	1	1	From an objective point of view, assuming maximum life utility is the goal, is it better to be born male or female in the developed world?	q
1154	21587	0	1	0	1	1	How is a communist country better than a democratic country?	q
1155	21588	0	1	0	1	1	I got two offers Wipro and Accenture .pls suggest me which is better and why, while package of Accenture is 3.5 and Wipro is 3.25?	q
1156	21589	1	1	0	1	1	If I have one week, which country should I visit, Guatemala or Nicaragua? What should I not miss in any of them? Which one offers better scuba diving?	q
1157	21590	0	1	0	1	1	Is Babbel better than Rosetta Stone?	q
1158	21591	0	1	0	1	1	Is it better to be a famous rich person or an anonymous rich person?	q
1159	21592	0	1	0	1	1	Is it better to get a car loan through a dealership or a bank?	q
1160	21593	0	1	0	1	1	Is it better to take creatine before or after a workout and why?	q
1161	21594	1	1	0	1	1	Is Mac or Windows better for gaming?	q
1162	21595	0	1	0	1	1	Is ObamaCare really any better than Medicare?	q
1163	21596	0	1	0	1	1	Is reading the Game of Thrones books better than watching the TV series?	q
1164	21597	0	1	0	1	1	Is the PS4 or the Xbox One better?	q
1165	21598	0	1	0	1	1	Is Turkey better than Saudi Arabia?	q
1166	21599	1	1	0	1	1	Is UPS or USPS better for shipping mid-to-large size packages?	q
1167	21600	0	1	8	8	1	Love marriages or Arrange marriage? Which is better	q
1168	21601	0	1	0	1	1	What brand is better - Tampax or Playtex?	q
1169	21602	1	1	8	8	1	What is better for car loan; finance company or banks?	q
1170	21603	0	1	0	1	1	What is better Uber or Ola? Why?	q
1171	21604	1	1	8	8	1	What is the demand of biomedical engineers? Which stream is better Biomedical or Biotechnology?	q
1172	21605	1	0	8	8	1	What shoes look better with khaki pants and a shirt?	q
1173	21606	0	1	0	1	1	When is the random forest better than decision tree?	q
1174	21607	0	1	8	8	1	Which are better pro monitors Presonus Eris 4.5 or KRK Rokit 6 G3?	q
1175	21608	0	1	8	8	1	Which are better, Samsung or LG refrigerators?	q
1176	21609	0	1	8	8	1	Which bike is better, a Royal Enfield classic 350 or a Bullet 350?	q
1177	21610	0	1	8	8	1	Which coaching is better SKD or aakash in lucknow?	q
1178	21611	0	1	0	1	1	Which college is better DAVIET JALANDHAR or UIET KURUKSHETRA?	q
1179	21612	1	1	8	8	1	Which college is better for CSE: DTU/NSIT/IIITD?	q
1180	21613	0	1	8	8	1	Which CPU is better I3 4th Gen or 6th Gen?	q
1181	21614	0	1	8	8	1	Which exercise is better: with heavy weights and less reps, or with lighter weight and more reps? How will these two affect muscle growth?	q
1182	21615	1	0	8	8	1	Which hybrid bicycle is better in 20 to 25k?	q
1183	21616	0	1	8	8	1	Which is better China or Taiwan?	q
1184	21617	0	1	8	8	1	Which is better for a CS: IIT Guwahati or IIT Roorkee?	q
1185	21618	0	1	8	8	1	Which is better for CSE in VIT Vellore or certain with maths in IIIT Delhi?	q
1186	21619	1	1	0	1	1	Which is better for Java development: Eclipse or IntelliJ IDEA?	q
1187	21620	0	1	8	8	1	Which is better gun m16 or insas?	q
1188	21621	1	1	8	8	1	Which is better in mobile development - iOS or Android?	q
1189	21622	0	1	8	8	1	Which is better intel i5 (6th gen) or i7 (5th gen)?	q
1190	21623	1	1	8	8	1	Which is better law from BHU or Osmania university?	q
1191	21624	0	1	8	8	1	Which is better NIT Hamirpur ECE or VIT Vellore ECE?	q
1192	21625	0	1	0	1	1	Which is better, a career in environmental buildings or typical structural engineer?	q
1193	21626	0	1	0	1	1	Which is better, an edge LED TV or a direct LED TV?	q
1194	21627	0	1	8	8	1	Which is better, Bollywood or Kollywood?	q
1195	21628	0	1	8	8	1	Which is better, Redmi Note or Redmi Note 4G? Why?	q
1196	21629	0	1	0	1	1	Which is better, Snapdragon 625 or Snapdragon 650?	q
1197	21630	0	1	8	8	1	Which is better, the HMS Queen Elizabeth or the new Ford class Aircraft Carrier?	q
1198	21631	0	1	8	8	1	Which is better: Evernote or Google Keep?	q
1199	21632	0	1	0	1	1	Which is better: HP Pavilion 15-AU111TX or AU006TX?	q
1200	21633	0	1	8	8	1	Which is overall better, Amazon Echo or Google Home?	q
1201	21634	1	0	8	8	1	Which laptop is better for a enginnering student under Rs.25000?	q
1202	21635	1	0	8	8	1	Which MBA stream is better to pursue a mechanical engineer as fresher?	q
1203	21636	1	0	8	8	1	Which mobile is better under 15k?	q
1204	21637	0	1	8	8	1	Which one is better among KMC Manipal and KMC Mangalore?	q
1205	21638	1	1	0	1	1	Which one is better for a better career growth, Oracle DBA or SQL DBA?	q
1206	21639	0	1	0	1	1	Which one is better, an IIT or an IISc?	q
1207	21640	0	1	8	8	1	Which one is better, computer science or computer engineering? Why?	q
1208	21641	0	1	8	8	1	Which one is better: Intel Core i7 6500U Quad core with Intel HD Graphics 520 or Intel Core i7 6500U Dual core with Nvidia GeForce 940 2GB graphics?	q
1209	21642	0	1	8	8	1	Which one is better: Samsung Galaxy s7 edge or iPhone 6s?	q
1210	21643	0	1	0	1	1	Which OS is better, Windows 7 or Windows 10?	q
1211	21644	0	1	8	8	1	Which phone is better, a single SIM or a dual SIM?	q
1212	21645	0	1	8	8	1	Which show is better, The Office or Parks and Recreation?	q
1213	21646	0	1	8	8	1	Which software is better for a mechanical engineering student, Catia or Autocad?	q
1214	21647	0	1	8	8	1	Who is better between Hillary Clinton and Donald Trump as a US president?	q
1215	21648	1	0	8	8	1	Why do I study better at night?	q
1216	21649	0	1	0	1	1	Why is Chinese Democratic Meritocracy system better than the Western Style democracy?	q
1217	21650	0	1	8	8	1	Wordpress vs. Blogger which one is better?	q
1218	21651	0	1	8	8	1	How is Hillary Clinton better than Donald Trump?	q
1219	21652	0	1	8	8	1	How messi is better than Ronaldo?	q
1220	21653	0	1	8	8	1	In what aspects is Hillary Clinton better than Trump?	q
1221	21654	1	1	8	8	1	Is Quora better than Google for answers?	q
1222	21655	0	1	8	8	1	Is there any forum better than Quora?	q
1223	21656	0	1	8	8	1	Why is Hollywood better than Bollywood?	q
1224	21657	1	1	0	1	1	For a person who has no idea of Java or c++ coding, which technology is better to learn, Hadoop or SAP?	q
