id	aspect	direct	factual	opinion	comp	question	dataset
36672	1	8	8	8	1	how much otezla should i be taking a day	m
37058	8	8	8	8	1	what age should i get colonoscopy with family history	m
37123	8	8	8	8	1	what antibiotic is recommended for severe bronchitis	m
37134	8	8	8	8	1	what are advantages of newspaper	m
37162	8	8	8	8	1	what are benefits of firm mattress	m
37163	8	8	8	8	1	what are benefits of using ethylene gas	m
37196	8	8	8	8	1	what are common drugs for mumps	m
37217	8	8	8	8	1	what are different uses for crispr?	m
37405	8	8	8	8	1	what are some disadvantages of using oil	m
37460	8	8	8	8	1	what are the advantage of trash energy	m
37461	8	8	8	8	1	what are the advantages and disadvantages of using humor in advertising?	m
37462	8	8	8	8	1	what are the advantages of a car title loan	m
37463	8	8	8	8	1	what are the advantages of using the indirect method?	m
37475	8	8	8	8	1	what are the benefits of a non profit status for businesses	m
37476	8	8	8	8	1	what are the benefits of beet extra	m
37477	8	8	8	8	1	what are the benefits of fresh turmeric	m
37478	8	8	8	8	1	what are the benefits of gap insurance	m
37479	8	8	8	8	1	what are the benefits of ginger root in honey	m
37480	8	8	8	8	1	what are the benefits of school gardens	m
37481	8	8	8	8	1	what are the benefits to moving fbi	m
37524	8	8	8	8	1	what are the difference of uberx uberxl etc	m
37526	8	8	8	8	1	what are the differences in humidifiers	m
37528	8	8	8	8	1	what are the different forms of marijuana	m
37529	8	8	8	8	1	what are the different nucleotides?	m
37530	8	8	8	8	1	what are the different parts of eyeglasses called	m
37531	8	8	8	8	1	what are the different strategic roles of human resources	m
37582	8	8	8	8	1	what are the health benefits of turmeric?	m
37583	8	8	8	8	1	what are the healthy benefits from eating hard boiled eggs	m
37677	8	8	8	8	1	what are the pros and benefits of solar energy	m
37736	8	8	8	8	1	what are the strengths and weaknesses of geographic criminal profiling?	m
37753	8	8	8	8	1	what are the tax benefits of a heloc	m
37846	8	8	8	8	1	what are two benefits of using a layered network model? (choose two.)	m
37853	8	8	8	8	1	what are two similarities between oxidative phosphorylation and photophosphorylation	m
37883	8	8	8	8	1	what are your favorite l'bri products?	m
37946	8	8	8	8	1	what benefits do counselors get	m
37947	8	8	8	8	1	what benefits does cobra cover	m
37985	8	8	8	8	1	what browser can i use to play pogo games	m
38493	8	8	8	8	1	what controller should i use for wii u breath of the wild?	m
38875	8	8	8	8	1	what course do you have to take to become a vet assistant	m
38878	8	8	8	8	1	what courses must you take to become a vet	m
38931	8	8	8	8	1	what day should i send out the email	m
38975	8	8	8	8	1	what diagnosis codes should i use for a fall risk assessment with no fracture	m
39117	8	8	8	8	1	what do algae and amoeba have in common	m
39237	1	8	8	8	1	what do programmers consider a disadvantage of procedural languages?	m
1	0	0	0	0	0	do male seahorses give birth to the babies	g
4	0	0	0	0	0	who sings the vocals on feel it still	g
5	0	0	0	0	0	'how did the guy from hogan''s heroes die'	g
6	0	0	0	0	0	which state was returned to spain after the revolutionary war	g
7	0	0	0	0	0	do you need a background check to buy a shotgun in pa	g
8	0	0	0	0	0	who plays max on the secret life of pets	g
9	0	0	0	0	0	when is the last time minnesota vikings won a superbowl	g
10	0	0	0	0	0	where is the world series 2017 going to be held	g
12	0	0	0	0	0	what was an agreement made by the allies at the potsdam	g
13	0	0	0	0	0	when did japan first exist as a unified state	g
14	0	0	0	0	0	what selection pressure could act on apolipoprotein a1-milano to help it spread through a population	g
15	0	0	0	0	0	'who played mr clark on grey''s anatomy'	g
16	0	0	0	0	0	who pays for refugee camps and their needed supplies	g
17	0	0	0	0	0	who won ru paul drag race all stars 3	g
18	0	0	0	0	0	kiss him not me who does kae choose	g
19	0	0	0	0	0	what kind of fish are in lake oswego	g
20	0	0	0	0	0	'who does the voice of linda on bob''s burgers'	g
21	0	0	0	0	0	what is the second law of thermodynamics physics	g
22	0	0	0	0	0	who stars in the new movie orient express	g
24	0	0	0	0	0	who played anakin skywalker in star wars the phantom menace	g
26	0	0	0	0	0	element whose third shell contains two p electrons	g
27	0	0	0	0	0	when did lady gaga play the super bowl	g
29	0	0	0	0	0	how does the movie this is the end end	g
32	0	0	0	0	0	who built beautiful temples of aihole and pattadakallu	g
33	0	0	0	0	0	approximately how many academic and technical programs does san jacinto college offer	g
36	0	0	0	0	0	who is the girl who sings in gimme shelter	g
37	0	0	0	0	0	where is a filibuster made legal in the constitution	g
38	0	0	0	0	0	who is the actor that plays jamie on blue bloods	g
39	0	0	0	0	0	what role did the clergy have in nineteenth-century catholicism	g
40	0	0	0	0	0	how far from the coast is houston texas	g
41	0	0	0	0	0	how many episodes in designated survivor season 1	g
42	0	0	0	0	0	who starred in the movie stand by me	g
44	0	0	0	0	0	where does the water of the niagara falls come from	g
46	0	0	0	0	0	why did the mom on the waltons leave	g
47	0	0	0	0	0	when did america first get involved in vietnam	g
50	0	0	0	0	0	who did hawkeye find at the indian village	g
52	0	0	0	0	0	where did the term north 40 come from	g
54	0	0	0	0	0	who plays the pilot in the 100 season 5	g
55	0	0	0	0	0	where are the seattle mariners minor league teams located	g
56	0	0	0	0	0	'what are the first names of harry potter''s two best friends'	g
58	0	0	0	0	0	who was shot on young and the restless	g
59	0	0	0	0	0	how many acts does the laramie project have	g
60	0	0	0	0	0	who does the little girl voice in despicable me	g
61	0	0	0	0	0	the mortal instruments who does clary end up with	g
62	0	0	0	0	0	what is illegal to view on the internet in india	g
63	0	0	0	0	0	why are there no hurricanes in the west coast	g
65	0	0	0	0	0	who plays zoey on how i met your mother	g
66	0	0	0	0	0	how far is vancouver washington from vancouver canada	g
67	0	0	0	0	0	where is windows installer located in windows 10	g
68	0	0	0	0	0	when was the last time the dodgers went to the world series	g
69	0	0	0	0	0	when do monica and rachel lose the apartment	g
70	0	0	0	0	0	who are nomads and where do they live	g
71	0	0	0	0	0	who is deaf on switched at birth in real life	g
72	0	0	0	0	0	who does the voice of courage the cowardly dog	g
73	0	0	0	0	0	what name was given to african american who moved to the great plains	g
75	0	0	0	0	0	how long are the first 6 star wars movies	g
76	0	0	0	0	0	what are the four words for love in greek	g
77	0	0	0	0	0	how many district were made during rana regime	g
80	0	0	0	0	0	who stars in the movie lean on me	g
82	0	0	0	0	0	where did bananas come from in the columbian exchange	g
84	0	0	0	0	0	where did they film new lost in space	g
85	0	0	0	0	0	'which city''s name was decided by a coin toss'	g
88	0	0	0	0	0	what part of sacramento is sac state in	g
89	0	0	0	0	0	who wrote the song half the man i used to be	g
90	0	0	0	0	0	who are you from stuck in the middle	g
91	0	0	0	0	0	'who plays debra''s mom in everybody loves raymond'	g
92	0	0	0	0	0	where is dutch elm disease found in ohio	g
93	0	0	0	0	0	how does plato define justice in the republic	g
94	0	0	0	0	0	'who sang ''my heart will go on'' from ''titanic'''	g
95	0	0	0	0	0	how many private prisons in england and wales	g
96	0	0	0	0	0	who are the announcers in the movie dodgeball	g
97	0	0	0	0	0	who did the red sox play in 2004 world series	g
99	0	0	0	0	0	where was harry potter and the deathly hallows part 1 filmed	g
104	0	0	0	0	0	who were the victims of the oklahoma city bombing	g
106	0	0	0	0	0	what special properties does water have due to its polarity	g
108	0	0	0	0	0	who is credited with performing the first heavier-than-air flight	g
109	0	0	0	0	0	how did the northern european rulers encouraged the renaissance	g
110	0	0	0	0	0	which poltician has not served as an officer in indian foreign service	g
111	0	0	0	0	0	brawl in cell block 99 who was christopher bridge	g
113	0	0	0	0	0	what is the range of the american crocodile	g
114	0	0	0	0	0	does the 1 train stop at atlantic ave	g
115	0	0	0	0	0	why are the olympic rings the colors they are	g
116	0	0	0	0	0	who plays princess leia in the new star wars movie	g
118	0	0	0	0	0	who is the lead singer of the screaming jets	g
119	0	0	0	0	0	who won best player in world cup 2014	g
121	0	0	0	0	0	who does maura tierney play in beautiful boy	g
122	0	0	0	0	0	who was best known for his involved in the red scare following wwii	g
124	0	0	0	0	0	what do the names nina pinta and santa maria mean	g
128	0	0	0	0	0	where did they film harry potter and the prisoner of azkaban	g
129	0	0	0	0	0	who played achilles cousin in the movie troy	g
130	0	0	0	0	0	how many british soldiers were shot for desertion in ww1	g
131	0	0	0	0	0	if the resolution of a printer is 1200 dpi the number of dots per square inch is	g
132	0	0	0	0	0	when was the south carolina state house built	g
134	0	0	0	0	0	what is the full form of d. d. t	g
136	0	0	0	0	0	where did rudolph the red-nosed reindeer come from	g
137	0	0	0	0	0	is us news and world report conservative or liberal	g
138	0	0	0	0	0	who is the author of the golden touch	g
140	0	0	0	0	0	who said swaraj is my birth right and i must have it	g
142	0	0	0	0	0	what does it mean if someone has developed functional tolerance to alcohol	g
143	0	0	0	0	0	during the last 4 million years how many times has earth reversed polarity	g
144	0	0	0	0	0	who plays dorothy from the wizard of oz	g
145	0	0	0	0	0	when did the first jason bourne movie come out	g
147	0	0	0	0	0	'what are the names of cinderella''s ugly sisters'	g
148	0	0	0	0	0	when was the last time a canadian hockey team won the stanley cup	g
149	0	0	0	0	0	what key is mirrors by justin timberlake in	g
151	0	0	0	0	0	who is running for election in texas 2018	g
152	0	0	0	0	0	who was called the king of the sun	g
153	0	0	0	0	0	where did the name jordan almonds come from	g
154	0	0	0	0	0	'what is michael jordan''s free throw percentage'	g
156	0	0	0	0	0	what part of the body does the left subclavian artery supply	g
157	0	0	0	0	0	who was the original lead singer of panic at the disco	g
159	0	0	0	0	0	when did the referendum take place in the philippines	g
160	0	0	0	0	0	when does the new league year start for nfl	g
161	0	0	0	0	0	'when is the hospital shooting in grey''s'	g
164	0	0	0	0	0	who were the main leaders of the reformation	g
165	0	0	0	0	0	has the jamaican bobsled team ever won a gold medal	g
167	0	0	0	0	0	how many uber drivers are there in usa	g
168	0	0	0	0	0	why do cats have a flap of skin behind their ears	g
170	0	0	0	0	0	where did the name lovin spoonful come from	g
171	0	0	0	0	0	'when did queen''s first song come out'	g
172	0	0	0	0	0	how many races did jeff gordon win in 1997	g
173	0	0	0	0	0	who wrote i want to ride my bicycle	g
174	0	0	0	0	0	when is a right turn permitted at a red light	g
177	0	0	0	0	0	when did new zealand change to decimal currency	g
178	0	0	0	0	0	what is the story of the prince and the pauper	g
182	0	0	0	0	0	who sang i have a brand new pair of roller skates you have a brand new key	g
183	0	0	0	0	0	what determines the function of the gene product	g
185	0	0	0	0	0	who gets home field advantage in the mlb all star game	g
186	0	0	0	0	0	when did quill pens go out of use	g
187	0	0	0	0	0	what are the duties of the national security council	g
188	0	0	0	0	0	when did the house of lords lose power	g
189	0	0	0	0	0	when does the last man on earth return to netflix	g
191	0	0	0	0	0	what is the symbol for no dry cleaning	g
192	0	0	0	0	0	which approach to psychology focuses on the body especially the brain and nervous system	g
193	0	0	0	0	0	when did dallas last won a playoff game	g
194	0	0	0	0	0	where does the energy in fission come from	g
196	0	0	0	0	0	who is qualified for the fifa world cup 2018	g
197	0	0	0	0	0	what does you say it best when you say nothing at all mean	g
198	0	0	0	0	0	where is the goodyear cotton bowl played at	g
200	0	0	0	0	0	when is easter and how is it decided	g
202	0	0	0	0	0	mainland greece is a body of land with water on three sides called	g
203	0	0	0	0	0	which company is a manufacture of high speed passenger train	g
205	0	0	0	0	0	who has kat dated on home and away	g
206	0	0	0	0	0	who says abnormal addiction to alcohol is alcoholism	g
207	0	0	0	0	0	can i use wikipedia images for commercial use	g
208	0	0	0	0	0	who was the book of esther written to	g
209	0	0	0	0	0	how many seasons and episodes of the fosters are there	g
210	0	0	0	0	0	where did the name golden state warriors come from	g
211	0	0	0	0	0	where did the name grizzly bear come from	g
213	0	0	0	0	0	was there a president in the articles of confederation	g
214	0	0	0	0	0	who does mcnally sagal play on sons of anarchy	g
215	0	0	0	0	0	when does new episodes of lost in space come out	g
216	0	0	0	0	0	when did great britain enter world war ii	g
217	0	0	0	0	0	how many members of congress have dual citizenship	g
218	0	0	0	0	0	when is the next rainbow six game coming out	g
219	0	0	0	0	0	where in the caribbean does american airlines fly	g
221	0	0	0	0	0	how many episodes are there of game of thrones in series 7	g
222	0	0	0	0	0	'when did the serpent''s shadow come out'	g
223	0	0	0	0	0	a front where cold air places warm air at the surface	g
224	0	0	0	0	0	who does turtle marry in the westing game	g
225	0	0	0	0	0	when did queensland first win the sheffield shield	g
226	0	0	0	0	0	what is the action of t3 and t4	g
228	0	0	0	0	0	what two forms of id are needed for employment	g
229	0	0	0	0	0	'what''s the meaning of the tell tale heart'	g
230	0	0	0	0	0	who plays the dad in jane the virgin	g
231	0	0	0	0	0	who did the saints beat in the super bowl	g
232	0	0	0	0	0	where was the original walking tall movie filmed	g
233	0	0	0	0	0	where did the name fig newton come from	g
234	0	0	0	0	0	what does it mean to be pound for pound	g
235	0	0	0	0	0	who is cortana modeled after in halo 5	g
238	0	0	0	0	0	who did pistol pete play for in the nba	g
239	0	0	0	0	0	when did the events at flannan isle occur	g
240	0	0	0	0	0	what is barter system explain the difficulties faced by barter system meritnation	g
241	0	0	0	0	0	how can i get tourist visa for saudi arabia	g
242	0	0	0	0	0	how many 1000 dollar bills are in circulation	g
244	0	0	0	0	0	where does the uk economy rank in the world	g
245	0	0	0	0	0	when does the world cup start and finish 2018	g
246	0	0	0	0	0	how many books are in the lord of rings	g
247	0	0	0	0	0	what continent is the tigris and euphrates rivers located	g
248	0	0	0	0	0	when did the 40 hour work week start in the us	g
249	0	0	0	0	0	is there oxygen in the eye of a tornado	g
252	0	0	0	0	0	when did the nba go to 82 games	g
254	0	0	0	0	0	when was the moon discovered and by whom	g
255	0	0	0	0	0	who did the voice of johnny in sing	g
256	0	0	0	0	0	when did the battle of san jacinto start and end	g
259	0	0	0	0	0	when does the new season of gifted come out	g
260	0	0	0	0	0	how many animal species are there in the philippines	g
261	0	0	0	0	0	who replaced foggy in last of the summer wine	g
262	0	0	0	0	0	when was the last time real madrid won copa del rey	g
267	0	0	0	0	0	who does buffy end up with in the comics	g
268	0	0	0	0	0	when was the first train used in america	g
269	0	0	0	0	0	who was tha founder ruler of kota state	g
270	0	0	0	0	0	when was the last time flyers made the playoffs	g
272	0	0	0	0	0	when do joe and helen get back together on wings	g
273	0	0	0	0	0	who sang i get a little help from my friends	g
274	0	0	0	0	0	where did the phrase did i stutter come from	g
276	0	0	0	0	0	who plays the evil queen in snow white	g
277	0	0	0	0	0	when did falcon first appear in the mcu	g
278	0	0	0	0	0	what kind of damage did mauna loa cause	g
279	0	0	0	0	0	when did the jamaican bobsled team go to the olympics	g
280	0	0	0	0	0	when did pong become playable on the television	g
281	0	0	0	0	0	what are the tasks of a project manager	g
282	0	0	0	0	0	how many books will be in the horus heresy series	g
283	0	0	0	0	0	who is the only indian to have reached to single finals of all england championship	g
284	0	0	0	0	0	when was the institute of st joseph accepted	g
285	0	0	0	0	0	what was the name of the hurricane in 2005	g
289	0	0	0	0	0	when did the man in black become locke	g
291	0	0	0	0	0	which state in india has english as mother tongue	g
293	0	0	0	0	0	how long is the freedom trail in miles	g
294	0	0	0	0	0	which place did british use as the spring board for the conquest of india	g
295	0	0	0	0	0	when is the feast of our lady of the rosary celebrated	g
297	0	0	0	0	0	who controlled the senate and house in 2008	g
298	0	0	0	0	0	when does tara from sons of anarchy die	g
301	0	0	0	0	0	when is dragon ball super 130 episode coming out	g
302	0	0	0	0	0	is the lead in crystal wine glasses safe	g
303	0	0	0	0	0	who voices mrs wolowitz in big bang theory	g
304	0	0	0	0	0	what happens to dan in one tree hill	g
306	0	0	0	0	0	who do you play as in metal gear solid 3	g
307	0	0	0	0	0	what happened to martin in aurora teagarden movies	g
309	0	0	0	0	0	'what happened to germany''s leader after ww1'	g
310	0	0	0	0	0	who played julia sanderson on little house on the prairie	g
311	0	0	0	0	0	when was the first field hockey game played	g
313	0	0	0	0	0	who plays ted how i met your mother	g
314	0	0	0	0	0	when does episode 103 dragon ball super come out	g
315	0	0	0	0	0	when did siam change its name to thailand	g
317	0	0	0	0	0	what are the two stages of mitotic phase	g
318	0	0	0	0	0	who fills out an aps for a health insurance applications	g
319	0	0	0	0	0	when did the fur trade end and why	g
320	0	0	0	0	0	who wears number 64 for the new york yankees	g
321	0	0	0	0	0	who sang strange things happen in this world	g
322	0	0	0	0	0	'who won the last men''s fifa world cup'	g
323	0	0	0	0	0	who played kaa in the original jungle book	g
324	0	0	0	0	0	where is the glass bridge at the grand canyon	g
325	0	0	0	0	0	'who sings it''s hard to be humble'	g
328	0	0	0	0	0	who was affected by the embargo act of 1807	g
329	0	0	0	0	0	'who is mr. potter in it''s a wonderful life'	g
330	0	0	0	0	0	who sang the song i am a conqueror	g
331	0	0	0	0	0	where does the last name borja come from	g
332	0	0	0	0	0	the organization that today is known as the bank of america did start out in america	g
333	0	0	0	0	0	'who played brad''s wife in wolf of wall street'	g
334	0	0	0	0	0	mid fielder who joined arsenal from southampton in 2011	g
335	0	0	0	0	0	who were excluded from the declaration of independence	g
338	0	0	0	0	0	what animal is francine in the cartoon arthur	g
339	0	0	0	0	0	is the mass of water equal to its volume	g
340	0	0	0	0	0	how long did they film jersey shore reunion	g
342	0	0	0	0	0	what sport was added to the winter olympics in 2002	g
343	0	0	0	0	0	when does can you ever forgive me come out	g
344	0	0	0	0	0	when does season 6 of impractical jokers start	g
346	0	0	0	0	0	when does the new episode of wild n out come on	g
350	0	0	0	0	0	how many games are the first round of the nba playoffs	g
351	0	0	0	0	0	is oprah on every cover of o magazine	g
353	0	0	0	0	0	who dubbed tommy vercetti in gta vice city	g
355	0	0	0	0	0	when was the battle of panipat 1 fought	g
356	0	0	0	0	0	who signed the peace treaty of the civil war	g
358	0	0	0	0	0	when does the next magic tree house book come out	g
359	0	0	0	0	0	what trophies did man u win last season	g
360	0	0	0	0	0	how many episodes of happy valley season 2	g
362	0	0	0	0	0	what is top to bottom approach in c	g
364	0	0	0	0	0	who is the newborn son zachariah addresses in the last part of the benedictus	g
365	0	0	0	0	0	'how big is gilead in the handmaid''s tale'	g
366	0	0	0	0	0	why was there only one season of my so called life	g
367	0	0	0	0	0	where does the term boiler plate come from	g
368	0	0	0	0	0	who gets credit for a combined no hitter	g
369	0	0	0	0	0	when did lynyrd skynyrd open for the who	g
372	0	0	0	0	0	what do greek say when they break plates	g
373	0	0	0	0	0	how much does a big mac cost in us	g
374	0	0	0	0	0	when did large numbers of african-americans first leave the south	g
375	0	0	0	0	0	who sings part of your world in the little mermaid movie	g
376	0	0	0	0	0	how many episodes of season 13 of criminal minds	g
378	0	0	0	0	0	when was the original planet of the apes released	g
379	0	0	0	0	0	where do you get a marriage license from	g
380	0	0	0	0	0	do most mushrooms belong to the fungi group zygomycota	g
382	0	0	0	0	0	when did the african american get the right to vote	g
383	0	0	0	0	0	how many asnas are there in surya namaskar	g
384	0	0	0	0	0	when does strabger things season 3 come out	g
385	0	0	0	0	0	how many undergraduate business schools are there in the us	g
386	0	0	0	0	0	who are the guys who do the sonic commercials	g
387	0	0	0	0	0	who wrote the national anthem of pakistan in urdu	g
388	0	0	0	0	0	where is chichen itza located on a map	g
389	0	0	0	0	0	where are the berkshire hills located in massachusetts	g
390	0	0	0	0	0	where was the long way music video filmed	g
393	0	0	0	0	0	when did the first french settlers come to canada	g
394	0	0	0	0	0	when did recreational weed become legal in california	g
395	0	0	0	0	0	who played agathe in beauty and the beast	g
396	0	0	0	0	0	when does bad girl club come back on	g
397	0	0	0	0	0	do i need a gun permit for a shotgun	g
398	0	0	0	0	0	what does the red stripe on the marine uniform mean	g
399	0	0	0	0	0	how many states are members to the hague conference on private international law	g
400	0	0	0	0	0	what is an argument of a complex number	g
401	0	0	0	0	0	where is jim bob from the waltons now	g
403	0	0	0	0	0	who wrote the cat in the hat on aging	g
404	0	0	0	0	0	who is the voice on how i met your mother	g
405	0	0	0	0	0	who invented the internet and when did they invent it	g
406	0	0	0	0	0	where are the headquarters of the united nations located	g
407	0	0	0	0	0	when does a blue moon happen in nature	g
408	0	0	0	0	0	where did the boxing day tsunami take place	g
412	0	0	0	0	0	where is the air force academy located at	g
413	0	0	0	0	0	which type of precautions must be followed for every patient whom you come in contact with	g
414	0	0	0	0	0	how many nfl games in a season total	g
415	0	0	0	0	0	is john olivers show last week tonight over	g
416	0	0	0	0	0	what general won a huge victory at vicksburg	g
417	0	0	0	0	0	when was the song god on the mountain written	g
418	0	0	0	0	0	who sings the song i going to wichita	g
419	0	0	0	0	0	whats it called when a story starts at the end	g
422	0	0	0	0	0	which type of information system manages a document through all the stages of its processing	g
423	0	0	0	0	0	who held supreme power in the byzantine empire	g
426	0	0	0	0	0	when did all the toy story movies come out	g
427	0	0	0	0	0	'where is st. jude children''s hospital located'	g
428	0	0	0	0	0	when was the last year coins were made of silver	g
429	0	0	0	0	0	what is the last book in the series of unfortunate events	g
430	0	0	0	0	0	where does the first name ellis come from	g
431	0	0	0	0	0	how much energy is released during the hydrolysis of atp	g
432	0	0	0	0	0	'where did the saying mind your p''s and q''s come from'	g
434	0	0	0	0	0	when is tamil bigg boss season 2 starting	g
436	0	0	0	0	0	when was english declared the official language of the united states	g
438	0	0	0	0	0	what type of uplift of air is associated with hadley cells	g
440	0	0	0	0	0	who started game 7 of the 2004 alcs	g
441	0	0	0	0	0	when was the voting age lowered to 18 in canada	g
442	0	0	0	0	0	are pitchers allowed to bat in the american league	g
443	0	0	0	0	0	when was the last time the utah jazz was in the playoffs	g
445	0	0	0	0	0	chandigarh is the capital of which two states	g
446	0	0	0	0	0	who is responsible for providing the information on the material safety data sheets	g
447	0	0	0	0	0	what is the name of the newest episode of game of thrones	g
448	0	0	0	0	0	who scored the last hat trick for england	g
450	0	0	0	0	0	what is the principle role of a tower within a cellular system	g
451	0	0	0	0	0	when was the first five books of the bible written	g
452	0	0	0	0	0	what is the order of the maze runner books	g
453	0	0	0	0	0	'who plays kc''s mom on kc undercover'	g
454	0	0	0	0	0	what is the capital of the westernmost nation in europe	g
455	0	0	0	0	0	who played curly in the three stooges movie	g
457	0	0	0	0	0	where did the song jenny crack corn originated	g
458	0	0	0	0	0	what animals do they have at whipsnade zoo	g
459	0	0	0	0	0	where were the beach scenes in chariots of fire filmed	g
461	0	0	0	0	0	where is the temple located in the head	g
462	0	0	0	0	0	how has the supreme court evolved over its history	g
463	0	0	0	0	0	'who does steve smith''s voice on american dad'	g
465	0	0	0	0	0	when was nestor the long eared donkey made	g
466	0	0	0	0	0	where is palmerston north located in new zealand	g
467	0	0	0	0	0	when did the movie titanic 2 come out	g
468	0	0	0	0	0	who did the panthers beat in the super bowl	g
469	0	0	0	0	0	where does andy escape to in shawshank redemption	g
471	0	0	0	0	0	who did amber from the price is right get engaged to	g
473	0	0	0	0	0	what states have the stand your ground law	g
474	0	0	0	0	0	who has won the last 10 stanley cups	g
476	0	0	0	0	0	where are you going by joyce carol oates	g
477	0	0	0	0	0	when did israel give the sinai peninsula back to egypt	g
478	0	0	0	0	0	where are all the infinity stones before infinity wars	g
479	0	0	0	0	0	where are the youth cases heard in scotland	g
481	0	0	0	0	0	what is the limitation of this design if only one replicate is obtained	g
482	0	0	0	0	0	who played bill sikes in the 1968 film oliver	g
483	0	0	0	0	0	where was the first zila school opened in 1935	g
485	0	0	0	0	0	who was who was heading the indian army during the bangladesh liberation war of 1971	g
487	0	0	0	0	0	how many miles is the bridge in delaware	g
488	0	0	0	0	0	when are you issued a social security number	g
489	0	0	0	0	0	why would an author include an image and caption in an informational text	g
490	0	0	0	0	0	where did apples come from in the columbian exchange	g
491	0	0	0	0	0	'what happens to the dragon in pete''s dragon'	g
492	0	0	0	0	0	who sang theme tune to casino royale 2006	g
493	0	0	0	0	0	where does the one piece movie fit in	g
494	0	0	0	0	0	who was the founder of the israelite nation	g
495	0	0	0	0	0	who were the big four at the paris peace conference what country did each man represent	g
496	0	0	0	0	0	where does the elder scrolls online take place	g
497	0	0	0	0	0	what were the elements of the era of good feelings	g
498	0	0	0	0	0	who has the power to protect american ships on the high seas	g
500	0	0	0	0	0	where is the sternum located on the human body	g
501	0	0	0	0	0	when was new testament added to the bible	g
502	0	0	0	0	0	when did the post print the pentagon papers	g
503	0	0	0	0	0	what is the basic principle of the dual air brake system	g
504	0	0	0	0	0	which long-term health effect is highly associated with a diagnosis of anorexia nervosa brainly	g
505	0	0	0	0	0	who wrote the song demons by imagine dragons	g
506	0	0	0	0	0	who plays the lead role in citizen khan	g
507	0	0	0	0	0	how heavy is a gold bar in lbs	g
508	0	0	0	0	0	how to get caffeine out of coffee beans	g
509	0	0	0	0	0	who played cowboy curtis on pee wee herman	g
510	0	0	0	0	0	who does barney marry in how i met your mother season 7	g
511	0	0	0	0	0	where will the 2017 national championship game be played	g
515	0	0	0	0	0	when did the first atomic bomb exploded in japan	g
517	0	0	0	0	0	what the name of little red riding hood	g
518	0	0	0	0	0	what do you think leads to schism in the church today	g
519	0	0	0	0	0	where did the language pig latin come from	g
520	0	0	0	0	0	how many episodes in season 3 of sons of anarchy	g
521	0	0	0	0	0	who led non cooperation movement in south india	g
524	0	0	0	0	0	when was the first toll road in england invented	g
525	0	0	0	0	0	when did little league start using aluminum bats	g
526	0	0	0	0	0	who is the girl in the roy orbison video i drove all night	g
528	0	0	0	0	0	who ruled europe after the fall of rome	g
530	0	0	0	0	0	how many episodes is alex in season 6	g
531	0	0	0	0	0	how many major religions and major languages does the us have	g
534	0	0	0	0	0	where is the liver located at in the body	g
535	0	0	0	0	0	who holds the record of taking four wickets in four consecutive balls in cricket world cup	g
538	0	0	0	0	0	who sings from a jack to a king	g
539	0	0	0	0	0	where did the term throwing shade come from	g
540	0	0	0	0	0	who is the character dirk diggler based on	g
541	0	0	0	0	0	which commission was appointed for the creation of new states on the basis of language	g
542	0	0	0	0	0	what is the us country code for telephone	g
543	0	0	0	0	0	how many types of elements make xylem tissue	g
544	0	0	0	0	0	who sang pyar tumhe kis mod pe le aaya	g
545	0	0	0	0	0	who negotiated the price of the louisiana purchase	g
546	0	0	0	0	0	when did the song my boo come out	g
547	0	0	0	0	0	who said the first casualty of war is the plan	g
548	0	0	0	0	0	where is the seat of intelligence located in the brain	g
550	0	0	0	0	0	what role did art and architecture play in the orthodox churches	g
551	0	0	0	0	0	what does the song like a prayer mean	g
552	0	0	0	0	0	in the twelve days of christmas song what happened on the 9th day of christmas	g
553	0	0	0	0	0	'who won the women''s asia t20 cup 2018'	g
554	0	0	0	0	0	when will the la sagrada familia be finished	g
555	0	0	0	0	0	why do the bare bears stand on each other	g
556	0	0	0	0	0	is dragon ball z kai a remake of dragon ball z	g
558	0	0	0	0	0	when did the birth control pill get invented	g
559	0	0	0	0	0	what is the dusk till dawn video about	g
561	0	0	0	0	0	how many super bowl games has the patriots played in	g
562	0	0	0	0	0	what are the aims and objectives of unicef	g
566	0	0	0	0	0	who played carrie mother in the original movie	g
567	0	0	0	0	0	when did the tour de france not start and finish in paris	g
569	0	0	0	0	0	are there any manufactured or agricultural items texas is known for	g
570	0	0	0	0	0	'mexico''s revolution was what kind of revolution'	g
571	0	0	0	0	0	when was new york taken by the british	g
572	0	0	0	0	0	when was the last time the patriots lost to the raiders	g
573	0	0	0	0	0	what was the colosseum built on top of	g
575	0	0	0	0	0	when did the song jukebox hero come out	g
576	0	0	0	0	0	what are the arteries that supply blood to the brain	g
577	0	0	0	0	0	who is the dean of the college of cardinals	g
578	0	0	0	0	0	where does the last name lopez originate from	g
580	0	0	0	0	0	where does the water come from in the panama canal	g
581	0	0	0	0	0	how many episodes are in the mist season 1	g
582	0	0	0	0	0	how do you lock your team on sky sports fantasy football	g
583	0	0	0	0	0	who was with mary in the passion of the christ	g
584	0	0	0	0	0	when was dark side of the moon recorded	g
585	0	0	0	0	0	how far is a high school three pointer	g
586	0	0	0	0	0	when was the song smoke gets in your eyes written	g
587	0	0	0	0	0	how old were the actors in bugsy malone	g
588	0	0	0	0	0	how many years does it take to become a roman catholic priest	g
590	0	0	0	0	0	who is the announcer for the late show with stephen colbert	g
592	0	0	0	0	0	who came in 2nd in the kentucky derby	g
